"x","y","elevation"
-2043500,1563500,1244.29260253906
-2043000,1563500,1124.84228515625
-2042500,1563500,1260.49963378906
-2042000,1563500,1301.68322753906
-2041500,1563500,1352.1708984375
-2041000,1563500,1458.90612792969
-2040500,1563500,1488.34204101562
-2040000,1563500,1446.80908203125
-2039500,1563500,1319.98547363281
-2039000,1563500,1227.35070800781
-2038500,1563500,1370.33569335938
-2038000,1563500,1494.28149414062
-2037500,1563500,1650.54760742188
-2037000,1563500,1498.13000488281
-2036500,1563500,1362.98522949219
-2036000,1563500,1417.57141113281
-2035500,1563500,1354.16149902344
-2035000,1563500,1401.47973632812
-2034500,1563500,1440.52697753906
-2034000,1563500,1550.60778808594
-2033500,1563500,1608.34948730469
-2033000,1563500,1721.21862792969
-2032500,1563500,1803.12292480469
-2032000,1563500,1735.91247558594
-2031500,1563500,1626.93090820312
-2031000,1563500,1499.84020996094
-2030500,1563500,1432.44934082031
-2030000,1563500,1584.96667480469
-2105000,1564000,984.03369140625
-2104500,1564000,999.072692871094
-2104000,1564000,1015.74230957031
-2103500,1564000,1065.3935546875
-2103000,1564000,1074.07739257812
-2102500,1564000,1071.544921875
-2102000,1564000,1147.74548339844
-2101500,1564000,1145.67883300781
-2101000,1564000,1166.35864257812
-2100500,1564000,1248.22717285156
-2100000,1564000,1241.45300292969
-2099500,1564000,1272.41943359375
-2099000,1564000,1204.31323242188
-2098500,1564000,1282.65588378906
-2098000,1564000,1320.63818359375
-2097500,1564000,1371.39660644531
-2097000,1564000,1394.30859375
-2096500,1564000,1380.81848144531
-2096000,1564000,1419.78674316406
-2095500,1564000,1342.03759765625
-2095000,1564000,1391.59545898438
-2094500,1564000,1426.99340820312
-2094000,1564000,1411.53430175781
-2093500,1564000,1498.01171875
-2093000,1564000,1488.63647460938
-2092500,1564000,1481.05688476562
-2092000,1564000,1500.96032714844
-2091500,1564000,1524.47583007812
-2091000,1564000,1524.57250976562
-2090500,1564000,1523.24951171875
-2090000,1564000,1491.45520019531
-2089500,1564000,1541.02770996094
-2089000,1564000,1598.48510742188
-2088500,1564000,1656.54565429688
-2088000,1564000,1799.88037109375
-2087500,1564000,1961.66735839844
-2087000,1564000,2025.45068359375
-2086500,1564000,2118.45874023438
-2086000,1564000,2226.59619140625
-2085500,1564000,2321.052734375
-2085000,1564000,2384.59741210938
-2084500,1564000,2459.77099609375
-2084000,1564000,2486.49926757812
-2083500,1564000,2399.74731445312
-2083000,1564000,2141.48413085938
-2082500,1564000,1927.00073242188
-2082000,1564000,1828.53820800781
-2081500,1564000,1851.64440917969
-2081000,1564000,1866.11096191406
-2080500,1564000,1781.03991699219
-2080000,1564000,1724.90100097656
-2079500,1564000,1733.50061035156
-2079000,1564000,1769.26501464844
-2078500,1564000,1617.28051757812
-2078000,1564000,1724.77563476562
-2077500,1564000,1599.44519042969
-2077000,1564000,1578.29370117188
-2076500,1564000,1584.40295410156
-2076000,1564000,1571.25854492188
-2075500,1564000,1571.59790039062
-2075000,1564000,1686.68273925781
-2074500,1564000,1841.74987792969
-2074000,1564000,1976.91931152344
-2073500,1564000,2023.84118652344
-2073000,1564000,1908.65100097656
-2072500,1564000,1802.46691894531
-2072000,1564000,1963.91235351562
-2071500,1564000,2149.42626953125
-2071000,1564000,1870.04943847656
-2070500,1564000,1732.54028320312
-2070000,1564000,1653.115234375
-2069500,1564000,1526.00146484375
-2069000,1564000,1543.71154785156
-2068500,1564000,1420.66906738281
-2068000,1564000,1384.935546875
-2067500,1564000,1361.12915039062
-2067000,1564000,1425.01586914062
-2066500,1564000,1711.99645996094
-2066000,1564000,1539.11694335938
-2065500,1564000,1693.10632324219
-2065000,1564000,1565.22448730469
-2064500,1564000,1322.95031738281
-2064000,1564000,1516.05200195312
-2063500,1564000,1500.41662597656
-2063000,1564000,1402.19396972656
-2062500,1564000,1153.68383789062
-2062000,1564000,1137.03686523438
-2061500,1564000,1158.27099609375
-2061000,1564000,1200.74926757812
-2060500,1564000,1422.57897949219
-2060000,1564000,1454.36145019531
-2059500,1564000,1344.99951171875
-2059000,1564000,1312.52478027344
-2058500,1564000,1216.03552246094
-2058000,1564000,1138.33483886719
-2057500,1564000,967.596740722656
-2057000,1564000,805.231201171875
-2056500,1564000,1086.17883300781
-2056000,1564000,1157.65344238281
-2055500,1564000,1333.27099609375
-2055000,1564000,1404.45397949219
-2054500,1564000,1377.83728027344
-2054000,1564000,1302.68811035156
-2053500,1564000,1168.69140625
-2053000,1564000,1060.95275878906
-2052500,1564000,1095.49768066406
-2052000,1564000,1085.7919921875
-2051500,1564000,918.273376464844
-2051000,1564000,925.386596679688
-2050500,1564000,1087.67504882812
-2050000,1564000,1091.23742675781
-2049500,1564000,989.935302734375
-2049000,1564000,757.785949707031
-2048500,1564000,689.629333496094
-2048000,1564000,666.732421875
-2047500,1564000,851.432739257812
-2047000,1564000,859.510925292969
-2046500,1564000,920.265075683594
-2046000,1564000,1005.06701660156
-2045500,1564000,1124.99291992188
-2045000,1564000,1153.15490722656
-2044500,1564000,1157.30212402344
-2044000,1564000,1197.17883300781
-2043500,1564000,1325.85375976562
-2043000,1564000,1240.9794921875
-2042500,1564000,1295.97644042969
-2042000,1564000,1312.96240234375
-2041500,1564000,1403.11828613281
-2041000,1564000,1490.21643066406
-2040500,1564000,1331.52014160156
-2040000,1564000,1328.7138671875
-2039500,1564000,1296.21643066406
-2039000,1564000,1212.91467285156
-2038500,1564000,1347.75231933594
-2038000,1564000,1397.02319335938
-2037500,1564000,1496.59973144531
-2037000,1564000,1386.71508789062
-2036500,1564000,1282.15710449219
-2036000,1564000,1434.56701660156
-2035500,1564000,1451.51892089844
-2035000,1564000,1641.05078125
-2034500,1564000,1600.36157226562
-2034000,1564000,1790.13708496094
-2033500,1564000,1790.0458984375
-2033000,1564000,1815.77331542969
-2032500,1564000,1722.21496582031
-2032000,1564000,1734.27172851562
-2031500,1564000,1661.63098144531
-2031000,1564000,1432.46765136719
-2030500,1564000,1310.20727539062
-2030000,1564000,1370.51342773438
-2105000,1564500,979.549621582031
-2104500,1564500,1012.95050048828
-2104000,1564500,1023.04669189453
-2103500,1564500,1086.94873046875
-2103000,1564500,1132.00622558594
-2102500,1564500,1102.21447753906
-2102000,1564500,1100.5029296875
-2101500,1564500,1136.73962402344
-2101000,1564500,1153.0341796875
-2100500,1564500,1167.86254882812
-2100000,1564500,1204.72607421875
-2099500,1564500,1294.404296875
-2099000,1564500,1290.240234375
-2098500,1564500,1285.86254882812
-2098000,1564500,1301.8984375
-2097500,1564500,1357.59143066406
-2097000,1564500,1377.57434082031
-2096500,1564500,1414.52917480469
-2096000,1564500,1353.77697753906
-2095500,1564500,1260.97424316406
-2095000,1564500,1262.2685546875
-2094500,1564500,1254.95361328125
-2094000,1564500,1352.111328125
-2093500,1564500,1356.10095214844
-2093000,1564500,1447.84411621094
-2092500,1564500,1395.00805664062
-2092000,1564500,1375.26245117188
-2091500,1564500,1391.07702636719
-2091000,1564500,1402.70593261719
-2090500,1564500,1512.35107421875
-2090000,1564500,1577.66381835938
-2089500,1564500,1572.52709960938
-2089000,1564500,1612.45837402344
-2088500,1564500,1639.90637207031
-2088000,1564500,1724.41430664062
-2087500,1564500,1813.97973632812
-2087000,1564500,1847.099609375
-2086500,1564500,1984.40625
-2086000,1564500,2076.607421875
-2085500,1564500,2138.22631835938
-2085000,1564500,2164.5009765625
-2084500,1564500,2353.08422851562
-2084000,1564500,2267.76684570312
-2083500,1564500,2245.31103515625
-2083000,1564500,2220.05004882812
-2082500,1564500,2005.21984863281
-2082000,1564500,1785.2646484375
-2081500,1564500,1750.94299316406
-2081000,1564500,1728.00842285156
-2080500,1564500,1702.51257324219
-2080000,1564500,1664.32263183594
-2079500,1564500,1671.6181640625
-2079000,1564500,1650.89245605469
-2078500,1564500,1527.666015625
-2078000,1564500,1559.1005859375
-2077500,1564500,1587.67333984375
-2077000,1564500,1615.2353515625
-2076500,1564500,1488.47143554688
-2076000,1564500,1597.33288574219
-2075500,1564500,1744.44970703125
-2075000,1564500,1927.09191894531
-2074500,1564500,2017.29858398438
-2074000,1564500,1982.58203125
-2073500,1564500,1876.49633789062
-2073000,1564500,1767.66076660156
-2072500,1564500,1873.31005859375
-2072000,1564500,2030.25109863281
-2071500,1564500,2085.4169921875
-2071000,1564500,2057.00463867188
-2070500,1564500,1916.85021972656
-2070000,1564500,1746.29858398438
-2069500,1564500,1574.75964355469
-2069000,1564500,1406.14660644531
-2068500,1564500,1367.21179199219
-2068000,1564500,1358.54296875
-2067500,1564500,1256.35607910156
-2067000,1564500,1451.01477050781
-2066500,1564500,1587.89880371094
-2066000,1564500,1539.74780273438
-2065500,1564500,1410.24389648438
-2065000,1564500,1448.77575683594
-2064500,1564500,1252.16796875
-2064000,1564500,1457.07531738281
-2063500,1564500,1532.48950195312
-2063000,1564500,1411.3251953125
-2062500,1564500,1278.45666503906
-2062000,1564500,1114.24060058594
-2061500,1564500,1135.1025390625
-2061000,1564500,1323.09582519531
-2060500,1564500,1473.60424804688
-2060000,1564500,1482.81481933594
-2059500,1564500,1497.07495117188
-2059000,1564500,1298.45495605469
-2058500,1564500,1203.64782714844
-2058000,1564500,999.350952148438
-2057500,1564500,811.638122558594
-2057000,1564500,1004.74383544922
-2056500,1564500,1260.00354003906
-2056000,1564500,1353.06701660156
-2055500,1564500,1404.44738769531
-2055000,1564500,1344.07690429688
-2054500,1564500,1340.37902832031
-2054000,1564500,1239.60900878906
-2053500,1564500,1129.96691894531
-2053000,1564500,966.06103515625
-2052500,1564500,961.216857910156
-2052000,1564500,1002.42407226562
-2051500,1564500,884.746826171875
-2051000,1564500,918.226440429688
-2050500,1564500,955.632385253906
-2050000,1564500,942.512451171875
-2049500,1564500,825.747802734375
-2049000,1564500,612.537902832031
-2048500,1564500,554.411743164062
-2048000,1564500,713.933715820312
-2047500,1564500,955.795166015625
-2047000,1564500,1094.09045410156
-2046500,1564500,1072.37048339844
-2046000,1564500,1108.43078613281
-2045500,1564500,1235.80383300781
-2045000,1564500,1182.07006835938
-2044500,1564500,1286.13562011719
-2044000,1564500,1329.0703125
-2043500,1564500,1392.50561523438
-2043000,1564500,1346.64587402344
-2042500,1564500,1353.48791503906
-2042000,1564500,1406.93908691406
-2041500,1564500,1472.70373535156
-2041000,1564500,1322.90954589844
-2040500,1564500,1212.43786621094
-2040000,1564500,1143.87316894531
-2039500,1564500,1031.99780273438
-2039000,1564500,1137.86474609375
-2038500,1564500,1201.14538574219
-2038000,1564500,1317.380859375
-2037500,1564500,1347.40441894531
-2037000,1564500,1349.67309570312
-2036500,1564500,1368.16320800781
-2036000,1564500,1631.70324707031
-2035500,1564500,1768.51831054688
-2035000,1564500,1775.79821777344
-2034500,1564500,1891.65954589844
-2034000,1564500,1855.76586914062
-2033500,1564500,1738.52282714844
-2033000,1564500,1832.46997070312
-2032500,1564500,1557.26184082031
-2032000,1564500,1505.52111816406
-2031500,1564500,1398.99353027344
-2031000,1564500,1229.97607421875
-2030500,1564500,1457.21252441406
-2030000,1564500,1624.67663574219
-2105000,1565000,976.112548828125
-2104500,1565000,1010.33380126953
-2104000,1565000,1048.20251464844
-2103500,1565000,1107.5966796875
-2103000,1565000,1121.1689453125
-2102500,1565000,1162.02624511719
-2102000,1565000,1139.24755859375
-2101500,1565000,1158.2265625
-2101000,1565000,1191.6025390625
-2100500,1565000,1254.40246582031
-2100000,1565000,1234.35241699219
-2099500,1565000,1258.94543457031
-2099000,1565000,1310.19934082031
-2098500,1565000,1371.03015136719
-2098000,1565000,1319.84240722656
-2097500,1565000,1356.0771484375
-2097000,1565000,1389.9111328125
-2096500,1565000,1235.94177246094
-2096000,1565000,1226.67272949219
-2095500,1565000,1214.48596191406
-2095000,1565000,1227.33752441406
-2094500,1565000,1232.15246582031
-2094000,1565000,1242.60852050781
-2093500,1565000,1352.23693847656
-2093000,1565000,1306.84130859375
-2092500,1565000,1298.23657226562
-2092000,1565000,1342.029296875
-2091500,1565000,1352.86853027344
-2091000,1565000,1387.97534179688
-2090500,1565000,1428.08471679688
-2090000,1565000,1482.4130859375
-2089500,1565000,1488.93786621094
-2089000,1565000,1540.37231445312
-2088500,1565000,1579.60107421875
-2088000,1565000,1522.78930664062
-2087500,1565000,1592.83630371094
-2087000,1565000,1761.85607910156
-2086500,1565000,1843.30322265625
-2086000,1565000,1919.9140625
-2085500,1565000,1957.86779785156
-2085000,1565000,2141.205078125
-2084500,1565000,2281.927734375
-2084000,1565000,2113.40014648438
-2083500,1565000,2071.7548828125
-2083000,1565000,2047.25659179688
-2082500,1565000,1844.5302734375
-2082000,1565000,1745.10803222656
-2081500,1565000,1718.65783691406
-2081000,1565000,1709.60302734375
-2080500,1565000,1646.47546386719
-2080000,1565000,1642.36279296875
-2079500,1565000,1590.94909667969
-2079000,1565000,1546.89099121094
-2078500,1565000,1523.18774414062
-2078000,1565000,1508.81652832031
-2077500,1565000,1426.38830566406
-2077000,1565000,1639.111328125
-2076500,1565000,1410.70251464844
-2076000,1565000,1626.80676269531
-2075500,1565000,1851.58093261719
-2075000,1565000,1816.01550292969
-2074500,1565000,1901.23571777344
-2074000,1565000,1873.04748535156
-2073500,1565000,1734.78881835938
-2073000,1565000,1603.78466796875
-2072500,1565000,1829.1162109375
-2072000,1565000,1894.04821777344
-2071500,1565000,1909.86218261719
-2071000,1565000,2077.1220703125
-2070500,1565000,1906.11657714844
-2070000,1565000,1768.21887207031
-2069500,1565000,1617.38745117188
-2069000,1565000,1570.72705078125
