"","x","y"
"256",-2053000,1563000
"257",-2052500,1563000
"258",-2052000,1563000
"259",-2051500,1563000
"260",-2051000,1563000
"261",-2050500,1563000
"262",-2050000,1563000
"263",-2049500,1563000
"264",-2049000,1563000
"265",-2048500,1563000
"266",-2048000,1563000
"267",-2047500,1563000
"268",-2047000,1563000
"269",-2046500,1563000
"270",-2046000,1563000
"271",-2045500,1563000
"272",-2045000,1563000
"273",-2044500,1563000
"274",-2044000,1563000
"275",-2043500,1563000
"276",-2043000,1563000
"277",-2042500,1563000
"278",-2042000,1563000
"279",-2041500,1563000
"280",-2041000,1563000
"281",-2040500,1563000
"282",-2040000,1563000
"283",-2039500,1563000
"284",-2039000,1563000
"285",-2038500,1563000
"286",-2038000,1563000
"287",-2037500,1563000
"288",-2037000,1563000
"289",-2036500,1563000
"290",-2036000,1563000
"291",-2035500,1563000
"292",-2035000,1563000
"293",-2034500,1563000
"294",-2034000,1563000
"295",-2033500,1563000
"296",-2033000,1563000
"297",-2032500,1563000
"298",-2032000,1563000
"299",-2031500,1563000
"300",-2031000,1563000
"301",-2030500,1563000
"302",-2030000,1563000
"303",-2105000,1563500
"304",-2104500,1563500
"305",-2104000,1563500
"306",-2103500,1563500
"307",-2103000,1563500
"308",-2102500,1563500
"309",-2102000,1563500
"310",-2101500,1563500
"311",-2101000,1563500
"312",-2100500,1563500
"313",-2100000,1563500
"314",-2099500,1563500
"315",-2099000,1563500
"316",-2098500,1563500
"317",-2098000,1563500
"318",-2097500,1563500
"319",-2097000,1563500
"320",-2096500,1563500
"321",-2096000,1563500
"322",-2095500,1563500
"323",-2095000,1563500
"324",-2094500,1563500
"325",-2094000,1563500
"326",-2093500,1563500
"327",-2093000,1563500
"328",-2092500,1563500
"329",-2092000,1563500
"330",-2091500,1563500
"331",-2091000,1563500
"332",-2090500,1563500
"333",-2090000,1563500
"334",-2089500,1563500
"335",-2089000,1563500
"336",-2088500,1563500
"337",-2088000,1563500
"338",-2087500,1563500
"339",-2087000,1563500
"340",-2086500,1563500
"341",-2086000,1563500
"342",-2085500,1563500
"343",-2085000,1563500
"344",-2084500,1563500
"345",-2084000,1563500
"346",-2083500,1563500
"347",-2083000,1563500
"348",-2082500,1563500
"349",-2082000,1563500
"350",-2081500,1563500
"351",-2081000,1563500
"352",-2080500,1563500
"353",-2080000,1563500
"354",-2079500,1563500
"355",-2079000,1563500
"356",-2078500,1563500
"357",-2078000,1563500
"358",-2077500,1563500
"359",-2077000,1563500
"360",-2076500,1563500
"361",-2076000,1563500
"362",-2075500,1563500
"363",-2075000,1563500
"364",-2074500,1563500
"365",-2074000,1563500
"366",-2073500,1563500
"367",-2073000,1563500
"368",-2072500,1563500
"369",-2072000,1563500
"370",-2071500,1563500
"371",-2071000,1563500
"372",-2070500,1563500
"373",-2070000,1563500
"374",-2069500,1563500
"375",-2069000,1563500
"376",-2068500,1563500
"377",-2068000,1563500
"378",-2067500,1563500
"379",-2067000,1563500
"380",-2066500,1563500
"381",-2066000,1563500
"382",-2065500,1563500
"383",-2065000,1563500
"384",-2064500,1563500
"385",-2064000,1563500
"386",-2063500,1563500
"387",-2063000,1563500
"388",-2062500,1563500
"389",-2062000,1563500
"390",-2061500,1563500
"391",-2061000,1563500
"392",-2060500,1563500
"393",-2060000,1563500
"394",-2059500,1563500
"395",-2059000,1563500
"396",-2058500,1563500
"397",-2058000,1563500
"398",-2057500,1563500
"399",-2057000,1563500
"400",-2056500,1563500
"401",-2056000,1563500
"402",-2055500,1563500
"403",-2055000,1563500
"404",-2054500,1563500
"405",-2054000,1563500
"406",-2053500,1563500
"407",-2053000,1563500
"408",-2052500,1563500
"409",-2052000,1563500
"410",-2051500,1563500
"411",-2051000,1563500
"412",-2050500,1563500
"413",-2050000,1563500
"414",-2049500,1563500
"415",-2049000,1563500
"416",-2048500,1563500
"417",-2048000,1563500
"418",-2047500,1563500
"419",-2047000,1563500
"420",-2046500,1563500
"421",-2046000,1563500
"422",-2045500,1563500
"423",-2045000,1563500
"424",-2044500,1563500
"425",-2044000,1563500
"426",-2043500,1563500
"427",-2043000,1563500
"428",-2042500,1563500
"429",-2042000,1563500
"430",-2041500,1563500
"431",-2041000,1563500
"432",-2040500,1563500
"433",-2040000,1563500
"434",-2039500,1563500
"435",-2039000,1563500
"436",-2038500,1563500
"437",-2038000,1563500
"438",-2037500,1563500
"439",-2037000,1563500
"440",-2036500,1563500
"441",-2036000,1563500
"442",-2035500,1563500
"443",-2035000,1563500
"444",-2034500,1563500
"445",-2034000,1563500
"446",-2033500,1563500
"447",-2033000,1563500
"448",-2032500,1563500
"449",-2032000,1563500
"450",-2031500,1563500
"451",-2031000,1563500
"452",-2030500,1563500
"453",-2030000,1563500
"454",-2105000,1564000
"455",-2104500,1564000
"456",-2104000,1564000
"457",-2103500,1564000
"458",-2103000,1564000
"459",-2102500,1564000
"460",-2102000,1564000
"461",-2101500,1564000
"462",-2101000,1564000
"463",-2100500,1564000
"464",-2100000,1564000
"465",-2099500,1564000
"466",-2099000,1564000
"467",-2098500,1564000
"468",-2098000,1564000
"469",-2097500,1564000
"470",-2097000,1564000
"471",-2096500,1564000
"472",-2096000,1564000
"473",-2095500,1564000
"474",-2095000,1564000
"475",-2094500,1564000
"476",-2094000,1564000
"477",-2093500,1564000
"478",-2093000,1564000
"479",-2092500,1564000
"480",-2092000,1564000
"481",-2091500,1564000
"482",-2091000,1564000
"483",-2090500,1564000
"484",-2090000,1564000
"485",-2089500,1564000
"486",-2089000,1564000
"487",-2088500,1564000
"488",-2088000,1564000
"489",-2087500,1564000
"490",-2087000,1564000
"491",-2086500,1564000
"492",-2086000,1564000
"493",-2085500,1564000
"494",-2085000,1564000
"495",-2084500,1564000
"496",-2084000,1564000
"497",-2083500,1564000
"498",-2083000,1564000
"499",-2082500,1564000
"500",-2082000,1564000
"501",-2081500,1564000
"502",-2081000,1564000
"503",-2080500,1564000
"504",-2080000,1564000
"505",-2079500,1564000
"506",-2079000,1564000
"507",-2078500,1564000
"508",-2078000,1564000
"509",-2077500,1564000
"510",-2077000,1564000
"511",-2076500,1564000
"512",-2076000,1564000
"513",-2075500,1564000
"514",-2075000,1564000
"515",-2074500,1564000
"516",-2074000,1564000
"517",-2073500,1564000
"518",-2073000,1564000
"519",-2072500,1564000
"520",-2072000,1564000
"521",-2071500,1564000
"522",-2071000,1564000
"523",-2070500,1564000
"524",-2070000,1564000
"525",-2069500,1564000
"526",-2069000,1564000
"527",-2068500,1564000
"528",-2068000,1564000
"529",-2067500,1564000
"530",-2067000,1564000
"531",-2066500,1564000
"532",-2066000,1564000
"533",-2065500,1564000
"534",-2065000,1564000
"535",-2064500,1564000
"536",-2064000,1564000
"537",-2063500,1564000
"538",-2063000,1564000
"539",-2062500,1564000
"540",-2062000,1564000
"541",-2061500,1564000
"542",-2061000,1564000
"543",-2060500,1564000
"544",-2060000,1564000
"545",-2059500,1564000
"546",-2059000,1564000
"547",-2058500,1564000
"548",-2058000,1564000
"549",-2057500,1564000
"550",-2057000,1564000
"551",-2056500,1564000
"552",-2056000,1564000
"553",-2055500,1564000
"554",-2055000,1564000
"555",-2054500,1564000
"556",-2054000,1564000
"557",-2053500,1564000
"558",-2053000,1564000
"559",-2052500,1564000
"560",-2052000,1564000
"561",-2051500,1564000
"562",-2051000,1564000
"563",-2050500,1564000
"564",-2050000,1564000
"565",-2049500,1564000
"566",-2049000,1564000
"567",-2048500,1564000
"568",-2048000,1564000
"569",-2047500,1564000
"570",-2047000,1564000
"571",-2046500,1564000
"572",-2046000,1564000
"573",-2045500,1564000
"574",-2045000,1564000
"575",-2044500,1564000
"576",-2044000,1564000
"577",-2043500,1564000
"578",-2043000,1564000
"579",-2042500,1564000
"580",-2042000,1564000
"581",-2041500,1564000
"582",-2041000,1564000
"583",-2040500,1564000
"584",-2040000,1564000
"585",-2039500,1564000
"586",-2039000,1564000
"587",-2038500,1564000
"588",-2038000,1564000
"589",-2037500,1564000
"590",-2037000,1564000
"591",-2036500,1564000
"592",-2036000,1564000
"593",-2035500,1564000
"594",-2035000,1564000
"595",-2034500,1564000
"596",-2034000,1564000
"597",-2033500,1564000
"598",-2033000,1564000
"599",-2032500,1564000
"600",-2032000,1564000
"601",-2031500,1564000
"602",-2031000,1564000
"603",-2030500,1564000
"604",-2030000,1564000
"605",-2105000,1564500
"606",-2104500,1564500
"607",-2104000,1564500
"608",-2103500,1564500
"609",-2103000,1564500
"610",-2102500,1564500
"611",-2102000,1564500
"612",-2101500,1564500
"613",-2101000,1564500
"614",-2100500,1564500
"615",-2100000,1564500
"616",-2099500,1564500
"617",-2099000,1564500
"618",-2098500,1564500
"619",-2098000,1564500
"620",-2097500,1564500
"621",-2097000,1564500
"622",-2096500,1564500
"623",-2096000,1564500
"624",-2095500,1564500
"625",-2095000,1564500
"626",-2094500,1564500
"627",-2094000,1564500
"628",-2093500,1564500
"629",-2093000,1564500
"630",-2092500,1564500
"631",-2092000,1564500
"632",-2091500,1564500
"633",-2091000,1564500
"634",-2090500,1564500
"635",-2090000,1564500
"636",-2089500,1564500
"637",-2089000,1564500
"638",-2088500,1564500
"639",-2088000,1564500
"640",-2087500,1564500
"641",-2087000,1564500
"642",-2086500,1564500
"643",-2086000,1564500
"644",-2085500,1564500
"645",-2085000,1564500
"646",-2084500,1564500
"647",-2084000,1564500
"648",-2083500,1564500
"649",-2083000,1564500
"650",-2082500,1564500
"651",-2082000,1564500
"652",-2081500,1564500
"653",-2081000,1564500
"654",-2080500,1564500
"655",-2080000,1564500
"656",-2079500,1564500
"657",-2079000,1564500
"658",-2078500,1564500
"659",-2078000,1564500
"660",-2077500,1564500
"661",-2077000,1564500
"662",-2076500,1564500
"663",-2076000,1564500
"664",-2075500,1564500
"665",-2075000,1564500
"666",-2074500,1564500
"667",-2074000,1564500
"668",-2073500,1564500
"669",-2073000,1564500
"670",-2072500,1564500
"671",-2072000,1564500
"672",-2071500,1564500
"673",-2071000,1564500
"674",-2070500,1564500
"675",-2070000,1564500
"676",-2069500,1564500
"677",-2069000,1564500
"678",-2068500,1564500
"679",-2068000,1564500
"680",-2067500,1564500
"681",-2067000,1564500
"682",-2066500,1564500
"683",-2066000,1564500
"684",-2065500,1564500
"685",-2065000,1564500
"686",-2064500,1564500
"687",-2064000,1564500
"688",-2063500,1564500
"689",-2063000,1564500
"690",-2062500,1564500
"691",-2062000,1564500
"692",-2061500,1564500
"693",-2061000,1564500
"694",-2060500,1564500
"695",-2060000,1564500
"696",-2059500,1564500
"697",-2059000,1564500
"698",-2058500,1564500
"699",-2058000,1564500
"700",-2057500,1564500
"701",-2057000,1564500
"702",-2056500,1564500
"703",-2056000,1564500
"704",-2055500,1564500
"705",-2055000,1564500
"706",-2054500,1564500
"707",-2054000,1564500
"708",-2053500,1564500
"709",-2053000,1564500
"710",-2052500,1564500
"711",-2052000,1564500
"712",-2051500,1564500
"713",-2051000,1564500
"714",-2050500,1564500
"715",-2050000,1564500
"716",-2049500,1564500
"717",-2049000,1564500
"718",-2048500,1564500
"719",-2048000,1564500
"720",-2047500,1564500
"721",-2047000,1564500
"722",-2046500,1564500
"723",-2046000,1564500
"724",-2045500,1564500
"725",-2045000,1564500
"726",-2044500,1564500
"727",-2044000,1564500
"728",-2043500,1564500
"729",-2043000,1564500
"730",-2042500,1564500
"731",-2042000,1564500
"732",-2041500,1564500
"733",-2041000,1564500
"734",-2040500,1564500
"735",-2040000,1564500
"736",-2039500,1564500
"737",-2039000,1564500
"738",-2038500,1564500
"739",-2038000,1564500
"740",-2037500,1564500
"741",-2037000,1564500
"742",-2036500,1564500
"743",-2036000,1564500
"744",-2035500,1564500
"745",-2035000,1564500
"746",-2034500,1564500
"747",-2034000,1564500
"748",-2033500,1564500
"749",-2033000,1564500
"750",-2032500,1564500
"751",-2032000,1564500
"752",-2031500,1564500
"753",-2031000,1564500
"754",-2030500,1564500
"755",-2030000,1564500
"756",-2105000,1565000
"757",-2104500,1565000
"758",-2104000,1565000
"759",-2103500,1565000
"760",-2103000,1565000
"761",-2102500,1565000
"762",-2102000,1565000
"763",-2101500,1565000
"764",-2101000,1565000
"765",-2100500,1565000
"766",-2100000,1565000
"767",-2099500,1565000
"768",-2099000,1565000
"769",-2098500,1565000
"770",-2098000,1565000
"771",-2097500,1565000
"772",-2097000,1565000
"773",-2096500,1565000
"774",-2096000,1565000
"775",-2095500,1565000
"776",-2095000,1565000
"777",-2094500,1565000
"778",-2094000,1565000
"779",-2093500,1565000
"780",-2093000,1565000
"781",-2092500,1565000
"782",-2092000,1565000
"783",-2091500,1565000
"784",-2091000,1565000
"785",-2090500,1565000
"786",-2090000,1565000
"787",-2089500,1565000
"788",-2089000,1565000
"789",-2088500,1565000
"790",-2088000,1565000
"791",-2087500,1565000
"792",-2087000,1565000
"793",-2086500,1565000
"794",-2086000,1565000
"795",-2085500,1565000
"796",-2085000,1565000
"797",-2084500,1565000
"798",-2084000,1565000
"799",-2083500,1565000
"800",-2083000,1565000
"801",-2082500,1565000
"802",-2082000,1565000
"803",-2081500,1565000
"804",-2081000,1565000
"805",-2080500,1565000
"806",-2080000,1565000
"807",-2079500,1565000
"808",-2079000,1565000
"809",-2078500,1565000
"810",-2078000,1565000
"811",-2077500,1565000
"812",-2077000,1565000
"813",-2076500,1565000
"814",-2076000,1565000
"815",-2075500,1565000
"816",-2075000,1565000
"817",-2074500,1565000
"818",-2074000,1565000
"819",-2073500,1565000
"820",-2073000,1565000
"821",-2072500,1565000
"822",-2072000,1565000
"823",-2071500,1565000
"824",-2071000,1565000
"825",-2070500,1565000
"826",-2070000,1565000
"827",-2069500,1565000
"828",-2069000,1565000
"829",-2068500,1565000
"830",-2068000,1565000
"831",-2067500,1565000
"832",-2067000,1565000
"833",-2066500,1565000
"834",-2066000,1565000
"835",-2065500,1565000
"836",-2065000,1565000
"837",-2064500,1565000
"838",-2064000,1565000
"839",-2063500,1565000
"840",-2063000,1565000
"841",-2062500,1565000
"842",-2062000,1565000
"843",-2061500,1565000
"844",-2061000,1565000
"845",-2060500,1565000
"846",-2060000,1565000
"847",-2059500,1565000
"848",-2059000,1565000
"849",-2058500,1565000
"850",-2058000,1565000
"851",-2057500,1565000
"852",-2057000,1565000
"853",-2056500,1565000
"854",-2056000,1565000
"855",-2055500,1565000
"856",-2055000,1565000
"857",-2054500,1565000
"858",-2054000,1565000
"859",-2053500,1565000
"860",-2053000,1565000
"861",-2052500,1565000
"862",-2052000,1565000
"863",-2051500,1565000
"864",-2051000,1565000
"865",-2050500,1565000
"866",-2050000,1565000
"867",-2049500,1565000
"868",-2049000,1565000
"869",-2048500,1565000
"870",-2048000,1565000
"871",-2047500,1565000
"872",-2047000,1565000
"873",-2046500,1565000
"874",-2046000,1565000
"875",-2045500,1565000
"876",-2045000,1565000
"877",-2044500,1565000
"878",-2044000,1565000
"879",-2043500,1565000
"880",-2043000,1565000
"881",-2042500,1565000
"882",-2042000,1565000
"883",-2041500,1565000
"884",-2041000,1565000
"885",-2040500,1565000
"886",-2040000,1565000
"887",-2039500,1565000
"888",-2039000,1565000
"889",-2038500,1565000
"890",-2038000,1565000
"891",-2037500,1565000
"892",-2037000,1565000
"893",-2036500,1565000
"894",-2036000,1565000
"895",-2035500,1565000
"896",-2035000,1565000
"897",-2034500,1565000
"898",-2034000,1565000
"899",-2033500,1565000
"900",-2033000,1565000
"901",-2032500,1565000
"902",-2032000,1565000
"903",-2031500,1565000
"904",-2031000,1565000
"905",-2030500,1565000
"906",-2030000,1565000
"907",-2105000,1565500
"908",-2104500,1565500
"909",-2104000,1565500
"910",-2103500,1565500
"911",-2103000,1565500
"912",-2102500,1565500
"913",-2102000,1565500
"914",-2101500,1565500
"915",-2101000,1565500
"916",-2100500,1565500
"917",-2100000,1565500
"918",-2099500,1565500
"919",-2099000,1565500
"920",-2098500,1565500
"921",-2098000,1565500
"922",-2097500,1565500
"923",-2097000,1565500
"924",-2096500,1565500
"925",-2096000,1565500
"926",-2095500,1565500
"927",-2095000,1565500
"928",-2094500,1565500
"929",-2094000,1565500
"930",-2093500,1565500
"931",-2093000,1565500
"932",-2092500,1565500
"933",-2092000,1565500
"934",-2091500,1565500
"935",-2091000,1565500
"936",-2090500,1565500
"937",-2090000,1565500
"938",-2089500,1565500
"939",-2089000,1565500
"940",-2088500,1565500
"941",-2088000,1565500
"942",-2087500,1565500
"943",-2087000,1565500
"944",-2086500,1565500
"945",-2086000,1565500
"946",-2085500,1565500
"947",-2085000,1565500
"948",-2084500,1565500
"949",-2084000,1565500
"950",-2083500,1565500
"951",-2083000,1565500
"952",-2082500,1565500
"953",-2082000,1565500
"954",-2081500,1565500
"955",-2081000,1565500
"956",-2080500,1565500
"957",-2080000,1565500
"958",-2079500,1565500
"959",-2079000,1565500
"960",-2078500,1565500
"961",-2078000,1565500
"962",-2077500,1565500
"963",-2077000,1565500
"964",-2076500,1565500
"965",-2076000,1565500
"966",-2075500,1565500
"967",-2075000,1565500
"968",-2074500,1565500
"969",-2074000,1565500
"970",-2073500,1565500
"971",-2073000,1565500
"972",-2072500,1565500
"973",-2072000,1565500
"974",-2071500,1565500
"975",-2071000,1565500
"976",-2070500,1565500
"977",-2070000,1565500
"978",-2069500,1565500
"979",-2069000,1565500
"980",-2068500,1565500
"981",-2068000,1565500
"982",-2067500,1565500
"983",-2067000,1565500
"984",-2066500,1565500
"985",-2066000,1565500
"986",-2065500,1565500
"987",-2065000,1565500
"988",-2064500,1565500
"989",-2064000,1565500
"990",-2063500,1565500
"991",-2063000,1565500
"992",-2062500,1565500
"993",-2062000,1565500
"994",-2061500,1565500
"995",-2061000,1565500
"996",-2060500,1565500
"997",-2060000,1565500
"998",-2059500,1565500
"999",-2059000,1565500
"1000",-2058500,1565500
"1001",-2058000,1565500
"1002",-2057500,1565500
"1003",-2057000,1565500
"1004",-2056500,1565500
"1005",-2056000,1565500
"1006",-2055500,1565500
"1007",-2055000,1565500
"1008",-2054500,1565500
"1009",-2054000,1565500
"1010",-2053500,1565500
"1011",-2053000,1565500
"1012",-2052500,1565500
"1013",-2052000,1565500
"1014",-2051500,1565500
"1015",-2051000,1565500
"1016",-2050500,1565500
"1017",-2050000,1565500
"1018",-2049500,1565500
"1019",-2049000,1565500
"1020",-2048500,1565500
"1021",-2048000,1565500
"1022",-2047500,1565500
"1023",-2047000,1565500
"1024",-2046500,1565500
"1025",-2046000,1565500
"1026",-2045500,1565500
"1027",-2045000,1565500
"1028",-2044500,1565500
"1029",-2044000,1565500
"1030",-2043500,1565500
"1031",-2043000,1565500
"1032",-2042500,1565500
"1033",-2042000,1565500
"1034",-2041500,1565500
"1035",-2041000,1565500
"1036",-2040500,1565500
"1037",-2040000,1565500
"1038",-2039500,1565500
"1039",-2039000,1565500
"1040",-2038500,1565500
"1041",-2038000,1565500
"1042",-2037500,1565500
"1043",-2037000,1565500
"1044",-2036500,1565500
"1045",-2036000,1565500
"1046",-2035500,1565500
"1047",-2035000,1565500
"1048",-2034500,1565500
"1049",-2034000,1565500
"1050",-2033500,1565500
"1051",-2033000,1565500
"1052",-2032500,1565500
"1053",-2032000,1565500
"1054",-2031500,1565500
"1055",-2031000,1565500
"1056",-2030500,1565500
"1057",-2030000,1565500
"1058",-2105000,1566000
"1059",-2104500,1566000
"1060",-2104000,1566000
"1061",-2103500,1566000
"1062",-2103000,1566000
"1063",-2102500,1566000
"1064",-2102000,1566000
"1065",-2101500,1566000
"1066",-2101000,1566000
"1067",-2100500,1566000
"1068",-2100000,1566000
"1069",-2099500,1566000
"1070",-2099000,1566000
"1071",-2098500,1566000
"1072",-2098000,1566000
"1073",-2097500,1566000
"1074",-2097000,1566000
"1075",-2096500,1566000
"1076",-2096000,1566000
"1077",-2095500,1566000
"1078",-2095000,1566000
"1079",-2094500,1566000
"1080",-2094000,1566000
"1081",-2093500,1566000
"1082",-2093000,1566000
"1083",-2092500,1566000
"1084",-2092000,1566000
"1085",-2091500,1566000
"1086",-2091000,1566000
"1087",-2090500,1566000
"1088",-2090000,1566000
"1089",-2089500,1566000
"1090",-2089000,1566000
"1091",-2088500,1566000
"1092",-2088000,1566000
"1093",-2087500,1566000
"1094",-2087000,1566000
"1095",-2086500,1566000
"1096",-2086000,1566000
"1097",-2085500,1566000
"1098",-2085000,1566000
"1099",-2084500,1566000
"1100",-2084000,1566000
"1101",-2083500,1566000
"1102",-2083000,1566000
"1103",-2082500,1566000
"1104",-2082000,1566000
"1105",-2081500,1566000
"1106",-2081000,1566000
"1107",-2080500,1566000
"1108",-2080000,1566000
"1109",-2079500,1566000
"1110",-2079000,1566000
"1111",-2078500,1566000
"1112",-2078000,1566000
"1113",-2077500,1566000
"1114",-2077000,1566000
"1115",-2076500,1566000
"1116",-2076000,1566000
"1117",-2075500,1566000
"1118",-2075000,1566000
"1119",-2074500,1566000
"1120",-2074000,1566000
"1121",-2073500,1566000
"1122",-2073000,1566000
"1123",-2072500,1566000
"1124",-2072000,1566000
"1125",-2071500,1566000
"1126",-2071000,1566000
"1127",-2070500,1566000
"1128",-2070000,1566000
"1129",-2069500,1566000
"1130",-2069000,1566000
"1131",-2068500,1566000
"1132",-2068000,1566000
"1133",-2067500,1566000
"1134",-2067000,1566000
"1135",-2066500,1566000
"1136",-2066000,1566000
"1137",-2065500,1566000
"1138",-2065000,1566000
"1139",-2064500,1566000
"1140",-2064000,1566000
"1141",-2063500,1566000
"1142",-2063000,1566000
"1143",-2062500,1566000
"1144",-2062000,1566000
"1145",-2061500,1566000
"1146",-2061000,1566000
"1147",-2060500,1566000
"1148",-2060000,1566000
"1149",-2059500,1566000
"1150",-2059000,1566000
"1151",-2058500,1566000
"1152",-2058000,1566000
