"","x","y"
"8499",-2084000,1590500
"8500",-2083500,1590500
"8501",-2083000,1590500
"8502",-2082500,1590500
"8503",-2082000,1590500
"8504",-2081500,1590500
"8505",-2081000,1590500
"8506",-2080500,1590500
"8507",-2080000,1590500
"8508",-2079500,1590500
"8509",-2079000,1590500
"8510",-2078500,1590500
"8511",-2078000,1590500
"8512",-2077500,1590500
"8513",-2077000,1590500
"8514",-2076500,1590500
"8515",-2076000,1590500
"8516",-2075500,1590500
"8517",-2075000,1590500
"8518",-2074500,1590500
"8519",-2074000,1590500
"8520",-2073500,1590500
"8521",-2073000,1590500
"8522",-2072500,1590500
"8523",-2072000,1590500
"8524",-2071500,1590500
"8525",-2071000,1590500
"8526",-2070500,1590500
"8527",-2070000,1590500
"8528",-2069500,1590500
"8529",-2069000,1590500
"8530",-2068500,1590500
"8531",-2068000,1590500
"8532",-2067500,1590500
"8533",-2067000,1590500
"8534",-2066500,1590500
"8535",-2066000,1590500
"8536",-2065500,1590500
"8537",-2065000,1590500
"8538",-2064500,1590500
"8539",-2064000,1590500
"8540",-2063500,1590500
"8541",-2063000,1590500
"8542",-2062500,1590500
"8543",-2062000,1590500
"8544",-2061500,1590500
"8545",-2061000,1590500
"8546",-2060500,1590500
"8547",-2060000,1590500
"8548",-2059500,1590500
"8549",-2059000,1590500
"8550",-2058500,1590500
"8551",-2058000,1590500
"8552",-2057500,1590500
"8553",-2057000,1590500
"8554",-2056500,1590500
"8555",-2056000,1590500
"8556",-2055500,1590500
"8557",-2055000,1590500
"8558",-2054500,1590500
"8559",-2054000,1590500
"8560",-2053500,1590500
"8561",-2053000,1590500
"8562",-2052500,1590500
"8563",-2052000,1590500
"8564",-2051500,1590500
"8565",-2051000,1590500
"8566",-2050500,1590500
"8567",-2050000,1590500
"8568",-2049500,1590500
"8569",-2049000,1590500
"8570",-2048500,1590500
"8571",-2048000,1590500
"8572",-2047500,1590500
"8573",-2047000,1590500
"8574",-2046500,1590500
"8575",-2046000,1590500
"8576",-2045500,1590500
"8577",-2045000,1590500
"8578",-2044500,1590500
"8579",-2044000,1590500
"8580",-2043500,1590500
"8581",-2043000,1590500
"8582",-2042500,1590500
"8583",-2042000,1590500
"8584",-2041500,1590500
"8585",-2041000,1590500
"8586",-2040500,1590500
"8587",-2040000,1590500
"8588",-2039500,1590500
"8589",-2039000,1590500
"8590",-2038500,1590500
"8591",-2038000,1590500
"8592",-2037500,1590500
"8593",-2037000,1590500
"8594",-2036500,1590500
"8595",-2036000,1590500
"8596",-2035500,1590500
"8597",-2035000,1590500
"8598",-2034500,1590500
"8599",-2034000,1590500
"8600",-2033500,1590500
"8601",-2033000,1590500
"8602",-2032500,1590500
"8603",-2032000,1590500
"8604",-2031500,1590500
"8605",-2031000,1590500
"8606",-2030500,1590500
"8607",-2030000,1590500
"8608",-2105000,1591000
"8609",-2104500,1591000
"8610",-2104000,1591000
"8611",-2103500,1591000
"8612",-2103000,1591000
"8613",-2102500,1591000
"8614",-2102000,1591000
"8615",-2101500,1591000
"8616",-2101000,1591000
"8617",-2100500,1591000
"8618",-2100000,1591000
"8619",-2099500,1591000
"8620",-2099000,1591000
"8621",-2098500,1591000
"8622",-2098000,1591000
"8623",-2097500,1591000
"8624",-2097000,1591000
"8625",-2096500,1591000
"8626",-2096000,1591000
"8627",-2095500,1591000
"8628",-2095000,1591000
"8629",-2094500,1591000
"8630",-2094000,1591000
"8631",-2093500,1591000
"8632",-2093000,1591000
"8633",-2092500,1591000
"8634",-2092000,1591000
"8635",-2091500,1591000
"8636",-2091000,1591000
"8637",-2090500,1591000
"8638",-2090000,1591000
"8639",-2089500,1591000
"8640",-2089000,1591000
"8641",-2088500,1591000
"8642",-2088000,1591000
"8643",-2087500,1591000
"8644",-2087000,1591000
"8645",-2086500,1591000
"8646",-2086000,1591000
"8647",-2085500,1591000
"8648",-2085000,1591000
"8649",-2084500,1591000
"8650",-2084000,1591000
"8651",-2083500,1591000
"8652",-2083000,1591000
"8653",-2082500,1591000
"8654",-2082000,1591000
"8655",-2081500,1591000
"8656",-2081000,1591000
"8657",-2080500,1591000
"8658",-2080000,1591000
"8659",-2079500,1591000
"8660",-2079000,1591000
"8661",-2078500,1591000
"8662",-2078000,1591000
"8663",-2077500,1591000
"8664",-2077000,1591000
"8665",-2076500,1591000
"8666",-2076000,1591000
"8667",-2075500,1591000
"8668",-2075000,1591000
"8669",-2074500,1591000
"8670",-2074000,1591000
"8671",-2073500,1591000
"8672",-2073000,1591000
"8673",-2072500,1591000
"8674",-2072000,1591000
"8675",-2071500,1591000
"8676",-2071000,1591000
"8677",-2070500,1591000
"8678",-2070000,1591000
"8679",-2069500,1591000
"8680",-2069000,1591000
"8681",-2068500,1591000
"8682",-2068000,1591000
"8683",-2067500,1591000
"8684",-2067000,1591000
"8685",-2066500,1591000
"8686",-2066000,1591000
"8687",-2065500,1591000
"8688",-2065000,1591000
"8689",-2064500,1591000
"8690",-2064000,1591000
"8691",-2063500,1591000
"8692",-2063000,1591000
"8693",-2062500,1591000
"8694",-2062000,1591000
"8695",-2061500,1591000
"8696",-2061000,1591000
"8697",-2060500,1591000
"8698",-2060000,1591000
"8699",-2059500,1591000
"8700",-2059000,1591000
"8701",-2058500,1591000
"8702",-2058000,1591000
"8703",-2057500,1591000
"8704",-2057000,1591000
"8705",-2056500,1591000
"8706",-2056000,1591000
"8707",-2055500,1591000
"8708",-2055000,1591000
"8709",-2054500,1591000
"8710",-2054000,1591000
"8711",-2053500,1591000
"8712",-2053000,1591000
"8713",-2052500,1591000
"8714",-2052000,1591000
"8715",-2051500,1591000
"8716",-2051000,1591000
"8717",-2050500,1591000
"8718",-2050000,1591000
"8719",-2049500,1591000
"8720",-2049000,1591000
"8721",-2048500,1591000
"8722",-2048000,1591000
"8723",-2047500,1591000
"8724",-2047000,1591000
"8725",-2046500,1591000
"8726",-2046000,1591000
"8727",-2045500,1591000
"8728",-2045000,1591000
"8729",-2044500,1591000
"8730",-2044000,1591000
"8731",-2043500,1591000
"8732",-2043000,1591000
"8733",-2042500,1591000
"8734",-2042000,1591000
"8735",-2041500,1591000
"8736",-2041000,1591000
"8737",-2040500,1591000
"8738",-2040000,1591000
"8739",-2039500,1591000
"8740",-2039000,1591000
"8741",-2038500,1591000
"8742",-2038000,1591000
"8743",-2037500,1591000
"8744",-2037000,1591000
"8745",-2036500,1591000
"8746",-2036000,1591000
"8747",-2035500,1591000
"8748",-2035000,1591000
"8749",-2034500,1591000
"8750",-2034000,1591000
"8751",-2033500,1591000
"8752",-2033000,1591000
"8753",-2032500,1591000
"8754",-2032000,1591000
"8755",-2031500,1591000
"8756",-2031000,1591000
"8757",-2030500,1591000
"8758",-2030000,1591000
"8759",-2105000,1591500
"8760",-2104500,1591500
"8761",-2104000,1591500
"8762",-2103500,1591500
"8763",-2103000,1591500
"8764",-2102500,1591500
"8765",-2102000,1591500
"8766",-2101500,1591500
"8767",-2101000,1591500
"8768",-2100500,1591500
"8769",-2100000,1591500
"8770",-2099500,1591500
"8771",-2099000,1591500
"8772",-2098500,1591500
"8773",-2098000,1591500
"8774",-2097500,1591500
"8775",-2097000,1591500
"8776",-2096500,1591500
"8777",-2096000,1591500
"8778",-2095500,1591500
"8779",-2095000,1591500
"8780",-2094500,1591500
"8781",-2094000,1591500
"8782",-2093500,1591500
"8783",-2093000,1591500
"8784",-2092500,1591500
"8785",-2092000,1591500
"8786",-2091500,1591500
"8787",-2091000,1591500
"8788",-2090500,1591500
"8789",-2090000,1591500
"8790",-2089500,1591500
"8791",-2089000,1591500
"8792",-2088500,1591500
"8793",-2088000,1591500
"8794",-2087500,1591500
"8795",-2087000,1591500
"8796",-2086500,1591500
"8797",-2086000,1591500
"8798",-2085500,1591500
"8799",-2085000,1591500
"8800",-2084500,1591500
"8801",-2084000,1591500
"8802",-2083500,1591500
"8803",-2083000,1591500
"8804",-2082500,1591500
"8805",-2082000,1591500
"8806",-2081500,1591500
"8807",-2081000,1591500
"8808",-2080500,1591500
"8809",-2080000,1591500
"8810",-2079500,1591500
"8811",-2079000,1591500
"8812",-2078500,1591500
"8813",-2078000,1591500
"8814",-2077500,1591500
"8815",-2077000,1591500
"8816",-2076500,1591500
"8817",-2076000,1591500
"8818",-2075500,1591500
"8819",-2075000,1591500
"8820",-2074500,1591500
"8821",-2074000,1591500
"8822",-2073500,1591500
"8823",-2073000,1591500
"8824",-2072500,1591500
"8825",-2072000,1591500
"8826",-2071500,1591500
"8827",-2071000,1591500
"8828",-2070500,1591500
"8829",-2070000,1591500
"8830",-2069500,1591500
"8831",-2069000,1591500
"8832",-2068500,1591500
"8833",-2068000,1591500
"8834",-2067500,1591500
"8835",-2067000,1591500
"8836",-2066500,1591500
"8837",-2066000,1591500
"8838",-2065500,1591500
"8839",-2065000,1591500
"8840",-2064500,1591500
"8841",-2064000,1591500
"8842",-2063500,1591500
"8843",-2063000,1591500
"8844",-2062500,1591500
"8845",-2062000,1591500
"8846",-2061500,1591500
"8847",-2061000,1591500
"8848",-2060500,1591500
"8849",-2060000,1591500
"8850",-2059500,1591500
"8851",-2059000,1591500
"8852",-2058500,1591500
"8853",-2058000,1591500
"8854",-2057500,1591500
"8855",-2057000,1591500
"8856",-2056500,1591500
"8857",-2056000,1591500
"8858",-2055500,1591500
"8859",-2055000,1591500
"8860",-2054500,1591500
"8861",-2054000,1591500
"8862",-2053500,1591500
"8863",-2053000,1591500
"8864",-2052500,1591500
"8865",-2052000,1591500
"8866",-2051500,1591500
"8867",-2051000,1591500
"8868",-2050500,1591500
"8869",-2050000,1591500
"8870",-2049500,1591500
"8871",-2049000,1591500
"8872",-2048500,1591500
"8873",-2048000,1591500
"8874",-2047500,1591500
"8875",-2047000,1591500
"8876",-2046500,1591500
"8877",-2046000,1591500
"8878",-2045500,1591500
"8879",-2045000,1591500
"8880",-2044500,1591500
"8881",-2044000,1591500
"8882",-2043500,1591500
"8883",-2043000,1591500
"8884",-2042500,1591500
"8885",-2042000,1591500
"8886",-2041500,1591500
"8887",-2041000,1591500
"8888",-2040500,1591500
"8889",-2040000,1591500
"8890",-2039500,1591500
"8891",-2039000,1591500
"8892",-2038500,1591500
"8893",-2038000,1591500
"8894",-2037500,1591500
"8895",-2037000,1591500
"8896",-2036500,1591500
"8897",-2036000,1591500
"8898",-2035500,1591500
"8899",-2035000,1591500
"8900",-2034500,1591500
"8901",-2034000,1591500
"8902",-2033500,1591500
"8903",-2033000,1591500
"8904",-2032500,1591500
"8905",-2032000,1591500
"8906",-2031500,1591500
"8907",-2031000,1591500
"8908",-2030500,1591500
"8909",-2030000,1591500
"8910",-2105000,1592000
"8911",-2104500,1592000
"8912",-2104000,1592000
"8913",-2103500,1592000
"8914",-2103000,1592000
"8915",-2102500,1592000
"8916",-2102000,1592000
"8917",-2101500,1592000
"8918",-2101000,1592000
"8919",-2100500,1592000
"8920",-2100000,1592000
"8921",-2099500,1592000
"8922",-2099000,1592000
"8923",-2098500,1592000
"8924",-2098000,1592000
"8925",-2097500,1592000
"8926",-2097000,1592000
"8927",-2096500,1592000
"8928",-2096000,1592000
"8929",-2095500,1592000
"8930",-2095000,1592000
"8931",-2094500,1592000
"8932",-2094000,1592000
"8933",-2093500,1592000
"8934",-2093000,1592000
"8935",-2092500,1592000
"8936",-2092000,1592000
"8937",-2091500,1592000
"8938",-2091000,1592000
"8939",-2090500,1592000
"8940",-2090000,1592000
"8941",-2089500,1592000
"8942",-2089000,1592000
"8943",-2088500,1592000
"8944",-2088000,1592000
"8945",-2087500,1592000
"8946",-2087000,1592000
"8947",-2086500,1592000
"8948",-2086000,1592000
"8949",-2085500,1592000
"8950",-2085000,1592000
"8951",-2084500,1592000
"8952",-2084000,1592000
"8953",-2083500,1592000
"8954",-2083000,1592000
"8955",-2082500,1592000
"8956",-2082000,1592000
"8957",-2081500,1592000
"8958",-2081000,1592000
"8959",-2080500,1592000
"8960",-2080000,1592000
"8961",-2079500,1592000
"8962",-2079000,1592000
"8963",-2078500,1592000
"8964",-2078000,1592000
"8965",-2077500,1592000
"8966",-2077000,1592000
"8967",-2076500,1592000
"8968",-2076000,1592000
"8969",-2075500,1592000
"8970",-2075000,1592000
"8971",-2074500,1592000
"8972",-2074000,1592000
"8973",-2073500,1592000
"8974",-2073000,1592000
"8975",-2072500,1592000
"8976",-2072000,1592000
"8977",-2071500,1592000
"8978",-2071000,1592000
"8979",-2070500,1592000
"8980",-2070000,1592000
"8981",-2069500,1592000
"8982",-2069000,1592000
"8983",-2068500,1592000
"8984",-2068000,1592000
"8985",-2067500,1592000
"8986",-2067000,1592000
"8987",-2066500,1592000
"8988",-2066000,1592000
"8989",-2065500,1592000
"8990",-2065000,1592000
"8991",-2064500,1592000
"8992",-2064000,1592000
"8993",-2063500,1592000
"8994",-2063000,1592000
"8995",-2062500,1592000
"8996",-2062000,1592000
"8997",-2061500,1592000
"8998",-2061000,1592000
"8999",-2060500,1592000
"9000",-2060000,1592000
"9001",-2059500,1592000
"9002",-2059000,1592000
"9003",-2058500,1592000
"9004",-2058000,1592000
"9005",-2057500,1592000
"9006",-2057000,1592000
"9007",-2056500,1592000
"9008",-2056000,1592000
"9009",-2055500,1592000
"9010",-2055000,1592000
"9011",-2054500,1592000
"9012",-2054000,1592000
"9013",-2053500,1592000
"9014",-2053000,1592000
"9015",-2052500,1592000
"9016",-2052000,1592000
"9017",-2051500,1592000
"9018",-2051000,1592000
"9019",-2050500,1592000
"9020",-2050000,1592000
"9021",-2049500,1592000
"9022",-2049000,1592000
"9023",-2048500,1592000
"9024",-2048000,1592000
"9025",-2047500,1592000
"9026",-2047000,1592000
"9027",-2046500,1592000
"9028",-2046000,1592000
"9029",-2045500,1592000
"9030",-2045000,1592000
"9031",-2044500,1592000
"9032",-2044000,1592000
"9033",-2043500,1592000
"9034",-2043000,1592000
"9035",-2042500,1592000
"9036",-2042000,1592000
"9037",-2041500,1592000
"9038",-2041000,1592000
"9039",-2040500,1592000
"9040",-2040000,1592000
"9041",-2039500,1592000
"9042",-2039000,1592000
"9043",-2038500,1592000
"9044",-2038000,1592000
"9045",-2037500,1592000
"9046",-2037000,1592000
"9047",-2036500,1592000
"9048",-2036000,1592000
"9049",-2035500,1592000
"9050",-2035000,1592000
"9051",-2034500,1592000
"9052",-2034000,1592000
"9053",-2033500,1592000
"9054",-2033000,1592000
"9055",-2032500,1592000
"9056",-2032000,1592000
"9057",-2031500,1592000
"9058",-2031000,1592000
"9059",-2030500,1592000
"9060",-2030000,1592000
"9061",-2105000,1592500
"9062",-2104500,1592500
"9063",-2104000,1592500
"9064",-2103500,1592500
"9065",-2103000,1592500
"9066",-2102500,1592500
"9067",-2102000,1592500
"9068",-2101500,1592500
"9069",-2101000,1592500
"9070",-2100500,1592500
"9071",-2100000,1592500
"9072",-2099500,1592500
"9073",-2099000,1592500
"9074",-2098500,1592500
"9075",-2098000,1592500
"9076",-2097500,1592500
"9077",-2097000,1592500
"9078",-2096500,1592500
"9079",-2096000,1592500
"9080",-2095500,1592500
"9081",-2095000,1592500
"9082",-2094500,1592500
"9083",-2094000,1592500
"9084",-2093500,1592500
"9085",-2093000,1592500
"9086",-2092500,1592500
"9087",-2092000,1592500
"9088",-2091500,1592500
"9089",-2091000,1592500
"9090",-2090500,1592500
"9091",-2090000,1592500
"9092",-2089500,1592500
"9093",-2089000,1592500
"9094",-2088500,1592500
"9095",-2088000,1592500
"9096",-2087500,1592500
"9097",-2087000,1592500
"9098",-2086500,1592500
"9099",-2086000,1592500
"9100",-2085500,1592500
"9101",-2085000,1592500
"9102",-2084500,1592500
"9103",-2084000,1592500
"9104",-2083500,1592500
"9105",-2083000,1592500
"9106",-2082500,1592500
"9107",-2082000,1592500
"9108",-2081500,1592500
"9109",-2081000,1592500
"9110",-2080500,1592500
"9111",-2080000,1592500
"9112",-2079500,1592500
"9113",-2079000,1592500
"9114",-2078500,1592500
"9115",-2078000,1592500
"9116",-2077500,1592500
"9117",-2077000,1592500
"9118",-2076500,1592500
"9119",-2076000,1592500
"9120",-2075500,1592500
"9121",-2075000,1592500
"9122",-2074500,1592500
"9123",-2074000,1592500
"9124",-2073500,1592500
"9125",-2073000,1592500
"9126",-2072500,1592500
"9127",-2072000,1592500
"9128",-2071500,1592500
"9129",-2071000,1592500
"9130",-2070500,1592500
"9131",-2070000,1592500
"9132",-2069500,1592500
"9133",-2069000,1592500
"9134",-2068500,1592500
"9135",-2068000,1592500
"9136",-2067500,1592500
"9137",-2067000,1592500
"9138",-2066500,1592500
"9139",-2066000,1592500
"9140",-2065500,1592500
"9141",-2065000,1592500
"9142",-2064500,1592500
"9143",-2064000,1592500
"9144",-2063500,1592500
"9145",-2063000,1592500
"9146",-2062500,1592500
"9147",-2062000,1592500
"9148",-2061500,1592500
"9149",-2061000,1592500
"9150",-2060500,1592500
"9151",-2060000,1592500
"9152",-2059500,1592500
"9153",-2059000,1592500
"9154",-2058500,1592500
"9155",-2058000,1592500
"9156",-2057500,1592500
"9157",-2057000,1592500
"9158",-2056500,1592500
"9159",-2056000,1592500
"9160",-2055500,1592500
"9161",-2055000,1592500
"9162",-2054500,1592500
"9163",-2054000,1592500
"9164",-2053500,1592500
"9165",-2053000,1592500
"9166",-2052500,1592500
"9167",-2052000,1592500
"9168",-2051500,1592500
"9169",-2051000,1592500
"9170",-2050500,1592500
"9171",-2050000,1592500
"9172",-2049500,1592500
"9173",-2049000,1592500
"9174",-2048500,1592500
"9175",-2048000,1592500
"9176",-2047500,1592500
"9177",-2047000,1592500
"9178",-2046500,1592500
"9179",-2046000,1592500
"9180",-2045500,1592500
"9181",-2045000,1592500
"9182",-2044500,1592500
"9183",-2044000,1592500
"9184",-2043500,1592500
"9185",-2043000,1592500
"9186",-2042500,1592500
"9187",-2042000,1592500
"9188",-2041500,1592500
"9189",-2041000,1592500
"9190",-2040500,1592500
"9191",-2040000,1592500
"9192",-2039500,1592500
"9193",-2039000,1592500
"9194",-2038500,1592500
"9195",-2038000,1592500
"9196",-2037500,1592500
"9197",-2037000,1592500
"9198",-2036500,1592500
"9199",-2036000,1592500
"9200",-2035500,1592500
"9201",-2035000,1592500
"9202",-2034500,1592500
"9203",-2034000,1592500
"9204",-2033500,1592500
"9205",-2033000,1592500
"9206",-2032500,1592500
"9207",-2032000,1592500
"9208",-2031500,1592500
"9209",-2031000,1592500
"9210",-2030500,1592500
"9211",-2030000,1592500
"9212",-2105000,1593000
"9213",-2104500,1593000
"9214",-2104000,1593000
"9215",-2103500,1593000
"9216",-2103000,1593000
"9217",-2102500,1593000
"9218",-2102000,1593000
"9219",-2101500,1593000
"9220",-2101000,1593000
"9221",-2100500,1593000
"9222",-2100000,1593000
"9223",-2099500,1593000
"9224",-2099000,1593000
"9225",-2098500,1593000
"9226",-2098000,1593000
"9227",-2097500,1593000
"9228",-2097000,1593000
"9229",-2096500,1593000
"9230",-2096000,1593000
"9231",-2095500,1593000
"9232",-2095000,1593000
"9233",-2094500,1593000
"9234",-2094000,1593000
"9235",-2093500,1593000
"9236",-2093000,1593000
"9237",-2092500,1593000
"9238",-2092000,1593000
"9239",-2091500,1593000
"9240",-2091000,1593000
"9241",-2090500,1593000
"9242",-2090000,1593000
"9243",-2089500,1593000
"9244",-2089000,1593000
"9245",-2088500,1593000
"9246",-2088000,1593000
"9247",-2087500,1593000
"9248",-2087000,1593000
"9249",-2086500,1593000
"9250",-2086000,1593000
"9251",-2085500,1593000
"9252",-2085000,1593000
"9253",-2084500,1593000
"9254",-2084000,1593000
"9255",-2083500,1593000
"9256",-2083000,1593000
"9257",-2082500,1593000
"9258",-2082000,1593000
"9259",-2081500,1593000
"9260",-2081000,1593000
"9261",-2080500,1593000
"9262",-2080000,1593000
"9263",-2079500,1593000
"9264",-2079000,1593000
"9265",-2078500,1593000
"9266",-2078000,1593000
"9267",-2077500,1593000
"9268",-2077000,1593000
"9269",-2076500,1593000
"9270",-2076000,1593000
"9271",-2075500,1593000
"9272",-2075000,1593000
"9273",-2074500,1593000
"9274",-2074000,1593000
"9275",-2073500,1593000
"9276",-2073000,1593000
"9277",-2072500,1593000
"9278",-2072000,1593000
"9279",-2071500,1593000
"9280",-2071000,1593000
"9281",-2070500,1593000
"9282",-2070000,1593000
"9283",-2069500,1593000
"9284",-2069000,1593000
"9285",-2068500,1593000
"9286",-2068000,1593000
"9287",-2067500,1593000
"9288",-2067000,1593000
"9289",-2066500,1593000
"9290",-2066000,1593000
"9291",-2065500,1593000
"9292",-2065000,1593000
"9293",-2064500,1593000
"9294",-2064000,1593000
"9295",-2063500,1593000
"9296",-2063000,1593000
"9297",-2062500,1593000
"9298",-2062000,1593000
"9299",-2061500,1593000
"9300",-2061000,1593000
"9301",-2060500,1593000
"9302",-2060000,1593000
"9303",-2059500,1593000
"9304",-2059000,1593000
"9305",-2058500,1593000
"9306",-2058000,1593000
"9307",-2057500,1593000
"9308",-2057000,1593000
"9309",-2056500,1593000
"9310",-2056000,1593000
"9311",-2055500,1593000
"9312",-2055000,1593000
"9313",-2054500,1593000
"9314",-2054000,1593000
"9315",-2053500,1593000
"9316",-2053000,1593000
"9317",-2052500,1593000
"9318",-2052000,1593000
"9319",-2051500,1593000
"9320",-2051000,1593000
"9321",-2050500,1593000
"9322",-2050000,1593000
"9323",-2049500,1593000
"9324",-2049000,1593000
"9325",-2048500,1593000
"9326",-2048000,1593000
"9327",-2047500,1593000
"9328",-2047000,1593000
"9329",-2046500,1593000
"9330",-2046000,1593000
"9331",-2045500,1593000
"9332",-2045000,1593000
"9333",-2044500,1593000
"9334",-2044000,1593000
"9335",-2043500,1593000
"9336",-2043000,1593000
"9337",-2042500,1593000
"9338",-2042000,1593000
"9339",-2041500,1593000
"9340",-2041000,1593000
"9341",-2040500,1593000
"9342",-2040000,1593000
"9343",-2039500,1593000
"9344",-2039000,1593000
"9345",-2038500,1593000
"9346",-2038000,1593000
"9347",-2037500,1593000
"9348",-2037000,1593000
"9349",-2036500,1593000
"9350",-2036000,1593000
"9351",-2035500,1593000
"9352",-2035000,1593000
"9353",-2034500,1593000
"9354",-2034000,1593000
"9355",-2033500,1593000
"9356",-2033000,1593000
"9357",-2032500,1593000
"9358",-2032000,1593000
"9359",-2031500,1593000
"9360",-2031000,1593000
"9361",-2030500,1593000
"9362",-2030000,1593000
"9363",-2105000,1593500
"9364",-2104500,1593500
"9365",-2104000,1593500
"9366",-2103500,1593500
"9367",-2103000,1593500
"9368",-2102500,1593500
"9369",-2102000,1593500
"9370",-2101500,1593500
"9371",-2101000,1593500
"9372",-2100500,1593500
"9373",-2100000,1593500
"9374",-2099500,1593500
"9375",-2099000,1593500
"9376",-2098500,1593500
"9377",-2098000,1593500
"9378",-2097500,1593500
"9379",-2097000,1593500
"9380",-2096500,1593500
"9381",-2096000,1593500
"9382",-2095500,1593500
"9383",-2095000,1593500
"9384",-2094500,1593500
"9385",-2094000,1593500
"9386",-2093500,1593500
"9387",-2093000,1593500
"9388",-2092500,1593500
"9389",-2092000,1593500
"9390",-2091500,1593500
"9391",-2091000,1593500
"9392",-2090500,1593500
"9393",-2090000,1593500
"9394",-2089500,1593500
"9395",-2089000,1593500
"9396",-2088500,1593500
"9397",-2088000,1593500
"9398",-2087500,1593500
"9399",-2087000,1593500
"9400",-2086500,1593500
"9401",-2086000,1593500
"9402",-2085500,1593500
"9403",-2085000,1593500
"9404",-2084500,1593500
"9405",-2084000,1593500
"9406",-2083500,1593500
"9407",-2083000,1593500
"9408",-2082500,1593500
"9409",-2082000,1593500
"9410",-2081500,1593500
"9411",-2081000,1593500
"9412",-2080500,1593500
"9413",-2080000,1593500
"9414",-2079500,1593500
"9415",-2079000,1593500
"9416",-2078500,1593500
"9417",-2078000,1593500
"9418",-2077500,1593500
"9419",-2077000,1593500
"9420",-2076500,1593500
"9421",-2076000,1593500
"9422",-2075500,1593500
"9423",-2075000,1593500
"9424",-2074500,1593500
"9425",-2074000,1593500
"9426",-2073500,1593500
"9427",-2073000,1593500
"9428",-2072500,1593500
"9429",-2072000,1593500
"9430",-2071500,1593500
"9431",-2071000,1593500
"9432",-2070500,1593500
"9433",-2070000,1593500
"9434",-2069500,1593500
"9435",-2069000,1593500
"9436",-2068500,1593500
"9437",-2068000,1593500
"9438",-2067500,1593500
"9439",-2067000,1593500
"9440",-2066500,1593500
"9441",-2066000,1593500
"9442",-2065500,1593500
"9443",-2065000,1593500
"9444",-2064500,1593500
"9445",-2064000,1593500
"9446",-2063500,1593500
"9447",-2063000,1593500
"9448",-2062500,1593500
"9449",-2062000,1593500
"9450",-2061500,1593500
"9451",-2061000,1593500
"9452",-2060500,1593500
"9453",-2060000,1593500
"9454",-2059500,1593500
"9455",-2059000,1593500
"9456",-2058500,1593500
"9457",-2058000,1593500
"9458",-2057500,1593500
"9459",-2057000,1593500
"9460",-2056500,1593500
"9461",-2056000,1593500
"9462",-2055500,1593500
"9463",-2055000,1593500
"9464",-2054500,1593500
"9465",-2054000,1593500
"9466",-2053500,1593500
"9467",-2053000,1593500
"9468",-2052500,1593500
"9469",-2052000,1593500
"9470",-2051500,1593500
"9471",-2051000,1593500
"9472",-2050500,1593500
"9473",-2050000,1593500
"9474",-2049500,1593500
"9475",-2049000,1593500
"9476",-2048500,1593500
"9477",-2048000,1593500
"9478",-2047500,1593500
"9479",-2047000,1593500
"9480",-2046500,1593500
"9481",-2046000,1593500
"9482",-2045500,1593500
"9483",-2045000,1593500
"9484",-2044500,1593500
"9485",-2044000,1593500
"9486",-2043500,1593500
"9487",-2043000,1593500
"9488",-2042500,1593500
"9489",-2042000,1593500
"9490",-2041500,1593500
"9491",-2041000,1593500
"9492",-2040500,1593500
"9493",-2040000,1593500
"9494",-2039500,1593500
"9495",-2039000,1593500
"9496",-2038500,1593500
"9497",-2038000,1593500
"9498",-2037500,1593500
"9499",-2037000,1593500
"9500",-2036500,1593500
"9501",-2036000,1593500
"9502",-2035500,1593500
"9503",-2035000,1593500
"9504",-2034500,1593500
"9505",-2034000,1593500
"9506",-2033500,1593500
"9507",-2033000,1593500
"9508",-2032500,1593500
"9509",-2032000,1593500
"9510",-2031500,1593500
"9511",-2031000,1593500
"9512",-2030500,1593500
"9513",-2030000,1593500
"9514",-2105000,1594000
"9515",-2104500,1594000
"9516",-2104000,1594000
"9517",-2103500,1594000
"9518",-2103000,1594000
"9519",-2102500,1594000
"9520",-2102000,1594000
"9521",-2101500,1594000
"9522",-2101000,1594000
"9523",-2100500,1594000
"9524",-2100000,1594000
"9525",-2099500,1594000
"9526",-2099000,1594000
"9527",-2098500,1594000
"9528",-2098000,1594000
"9529",-2097500,1594000
"9530",-2097000,1594000
"9531",-2096500,1594000
"9532",-2096000,1594000
"9533",-2095500,1594000
"9534",-2095000,1594000
"9535",-2094500,1594000
"9536",-2094000,1594000
"9537",-2093500,1594000
"9538",-2093000,1594000
"9539",-2092500,1594000
"9540",-2092000,1594000
"9541",-2091500,1594000
"9542",-2091000,1594000
"9543",-2090500,1594000
"9544",-2090000,1594000
"9545",-2089500,1594000
"9546",-2089000,1594000
"9547",-2088500,1594000
"9548",-2088000,1594000
"9549",-2087500,1594000
"9550",-2087000,1594000
"9551",-2086500,1594000
"9552",-2086000,1594000
"9553",-2085500,1594000
"9554",-2085000,1594000
"9555",-2084500,1594000
"9556",-2084000,1594000
"9557",-2083500,1594000
"9558",-2083000,1594000
"9559",-2082500,1594000
"9560",-2082000,1594000
"9561",-2081500,1594000
"9562",-2081000,1594000
"9563",-2080500,1594000
"9564",-2080000,1594000
"9565",-2079500,1594000
"9566",-2079000,1594000
"9567",-2078500,1594000
"9568",-2078000,1594000
"9569",-2077500,1594000
"9570",-2077000,1594000
"9571",-2076500,1594000
"9572",-2076000,1594000
"9573",-2075500,1594000
"9574",-2075000,1594000
